Adolphe_Sax	Antoine-Joseph "Adolphe" Sax was a Belgian inventor and musician who invented the saxophone in 1846.
Adrian_Lamo	Adrian Lamo is a first generation Colombian-American threat analyst and former hacker.
Advanced_Micro_Devices	Advanced Micro Devices, Inc. is an American multinational semiconductor company based in Sunnyvale, California, United States, that develops computer processors and related technologies for business and consumer markets.
Aeacus	Aeacus was a mythological king of the island of Aegina in the Saronic Gulf.
Aedesius	Aedesius was a Neoplatonist philosopher and mystic born of a noble Cappadocian family.
Aegisthus	Aegisthus is a figure in Greek mythology.
Aegospotami	Aegospotami or Aegospotamos is the ancient Greek name for a small river issuing into the Hellespont, northeast of Sestos.
Aelbert_Cuyp	Aelbert Jacobsz Cuyp was one of the leading Dutch landscape painters of the Dutch Golden Age in the 17th century.
Aeschylus	Aeschylus was an ancient Greek tragedian.
Afghanistan	Afghanistan, officially the Islamic Republic of Afghanistan, is a landlocked country located within South Asia and Central Asia.
Afonso_de_Albuquerque	Afonso de Albuquerque, Duke of Goa, was a Portuguese general, a "great conqueror", a statesman, and an empire builder.
Aga_Khan_III	Sir Sultan Muhammed Shah, Aga Khan III was the 48th Imam of the Nizari Ismaili community.
Ahmad_Shah_Durrani	Ahmad Shāh Durrānī, also known as Ahmad Khān Abdālī, was the founder of the Durrani Empire and is regarded as the founder of the modern state of Afghanistan.
Ahmad_Shah_Massoud	Ahmad Shah Massoud was an Afghan political and military leader.
Ahmed_I	Ahmed I was the Sultan of the Ottoman Empire from 1603 until his death in 1617.
Ajaccio	Ajaccio is a French commune, prefecture of the department of Corse-du-Sud, and head office of the Collectivité territoriale de Corse. It is also the largest settlement on the island.
Ajaigarh	Ajaigarh or Adjygurh is a town and a nagar panchayat in the Panna District of Madhya Pradesh state in central India.
Ajanta_Caves	The Ajanta Caves in Aurangabad district of Maharashtra state of India are about 30 rock-cut Buddhist cave monuments which date from the 2nd century BCE to about 480 or 650 CE. The caves include paintings and rock cut sculptures described as among the finest surviving examples of ancient Indian art, particularly expressive painting that present emotion through gesture, pose and form.
Akihabara	Akihabara is a district in the Chiyoda ward of Tokyo, Japan.
Akio_Morita	Akio Morita was a Japanese businessman and co-founder of Sony along with Masaru Ibuka.
Akira_Kurosawa	Akira Kurosawa was a Japanese filmmaker.
Akkadian_Empire	The Akkadian Empire was the first ancient Semitic-speaking empire of Mesopotamia, centered in the city of Akkad and its surrounding region, also called Akkad in ancient Mesopotamia and Accad in the Bible. The empire united all the Akkadian and Sumerian speakers under one rule.
Al_Capp	Alfred Gerald Caplin, better known as Al Capp, was an American cartoonist and humorist best known for the satirical comic strip Li'l Abner, which he created in 1934 and continued writing and drawing until 1977.
Alabama_River	The Alabama River, in the U.S. state of Alabama, is formed by the Tallapoosa and Coosa rivers, which unite about 6 mi north of Montgomery.
Alain_Connes	Alain Connes is a French mathematician, currently Professor at the Collège de France, IHÉS, The Ohio State University and Vanderbilt University.
Alain_de_Lille	Alain de Lille was a French theologian and poet.
Alan_Ayckbourn	Sir Alan Ayckbourn, CBE is a prolific English playwright and director.
Alan_Jay_Lerner	Alan Jay Lerner was an American lyricist and librettist.
Alan_Turing	Alan Mathison Turing was an English computer scientist, mathematician, logician, cryptanalyst and theoretical biologist.
Alban_Berg	Alban Maria Johannes Berg was an Austrian composer of the Second Viennese School.
Albert_Brooks	Albert Lawrence Brooks is an American actor, filmmaker and comedian.
Albert_Camus	Albert Camus was an Algerian and French philosopher, author, and journalist based in France.
Albert_Pike	Albert Pike was an attorney, soldier, writer, and Freemason.
Albert_Sidney_Johnston	Albert Sidney Johnston served as a general in three different armies: the Texian Army, the United States Army, and the Confederate States Army.
Alberto_Giacometti	Alberto Giacometti was a Swiss sculptor, painter, draughtsman and printmaker.
Albertus_Magnus	Albertus Magnus, O.P., also known as Saint Albert the Great and Albert of Cologne, was a German Dominican friar and Catholic bishop.
Albinism	Albinism in humans is a congenital disorder characterized by the complete or partial absence of pigment in the skin, hair and eyes.
Alboin	Alboin was king of the Lombards from about 560 until 572.
Albrecht_Altdorfer	Albrecht Altdorfer was a German painter, engraver and architect of the Renaissance working in Regensburg.
Alcohol_intoxication	Alcohol intoxication is a physiological state induced by the ingestion of ethanol. Alcohol intoxication is the result of alcohol entering the bloodstream faster than it can be metabolized by the liver, which breaks down the ethanol into non-intoxicating byproducts.
Alcoholics_Anonymous	Alcoholics Anonymous is an international mutual aid fellowship founded in 1935 by Bill Wilson and Dr. Bob Smith in Akron, Ohio.
Alcoholism	Alcoholism, also known as alcohol use disorder, is a broad term for any drinking of alcohol that results in problems.
Alcuin	Alcuin of York — also called Ealhwine, Albinus or Flaccus — was an English scholar, ecclesiastic, poet and teacher from York, Northumbria.
Aldine_Press	Aldine Press was the printing office started by Aldus Manutius in 1494 in Venice, from which were issued the celebrated Aldine editions of the classics. The first book that was dated and printed under his name appeared in 1495.
Aldous_Huxley	Aldous Leonard Huxley was an English writer, novelist, philosopher, and prominent member of the Huxley family.
Aleister_Crowley	Aleister Crowley was an English occultist, ceremonial magician, poet, painter, novelist, and mountaineer.
Aleksandr_Solzhenitsyn	Aleksandr Isayevich Solzhenitsyn was a Russian novelist, historian, and short story writer.
Alessandro_Algardi	Alessandro Algardi was an Italian high-Baroque sculptor active almost exclusively in Rome, where for the latter decades of his life, he was, along with Francesco Borromini and Pietro da Cortona, one of the major rivals of Gian Lorenzo Bernini.
Alessandro_Allori	Alessandro di Cristofano di Lorenzo del Bronzino Allori was an Italian portrait painter of the late Mannerist Florentine school.
Alessandro_Scarlatti	Alessandro Scarlatti was an Italian Baroque composer, especially famous for his operas and chamber cantatas.
Alessandro_Volta	Alessandro Giuseppe Antonio Anastasio Volta was an Italian physicist, chemist, and a pioneer of electricity and power, who is credited as the inventor of the electrical battery and the discoverer of methane.
Alex_Lifeson	Alexandar Zivojinovich,, better known by his stage name Alex Lifeson, is a Canadian musician, best known as the guitarist of the Canadian rock band Rush.
Alexander_Aetolus	Alexander Aetolus was a Greek poet and grammarian, the only known representative of Aetolian poetry.
Alexander_Graham_Bell	Alexander Graham Bell was a Scottish-born scientist, inventor, engineer and innovator who is credited with patenting the first practical telephone.
Alexander_Grothendieck	Alexander Grothendieck was a German-born French mathematician who became the leading figure in the creation of modern algebraic geometry.
Alexander_Jannaeus	:To see other rulers related or affiliated with Alexander Jannaeus, see List of Hasmonean and Herodian rulers Alexander Jannaeus was the second Hasmonean king of Judaea from 103 to 76 BC. A son of John Hyrcanus, he inherited the throne from his brother Aristobulus I, and married his brother's widow, Queen Salome Alexandra.
Alexander_Kerensky	Alexander Fyodorovich Kerensky was a Russian lawyer and politician who served as the Minister of Justice in the newly formed Russian Provisional Government, as Minister of War, and second Minister-Chairman of the between July and November 1917.
Alexander_Selkirk	Alexander Selkirk was a Scottish privateer and Royal Navy officer who spent more than four years as a castaway after being marooned by his captain on an uninhabited island in the South Pacific Ocean.
Alexanderplatz	Alexanderplatz is a large public square and transport hub in the central Mitte district of Berlin, near the Fernsehturm.
Alexandria_Troas	Alexandria Troas is the site of an ancient Greek city situated on the Aegean Sea near the northern tip of Turkey's western coast, a little south of Tenedos. It is located southeast of modern Dalyan, a village in the Ezine district of Çanakkale Province.
Alexis_Carrel	Alexis Carrel was a French surgeon and biologist who was awarded the Nobel Prize in Physiology or Medicine in 1912 for pioneering vascular suturing techniques.
Alexis_Korner	Alexis Korner was a British blues musician and radio broadcaster, who has sometimes been referred to as "a founding father of British blues".
Alfred_Hitchcock	Sir Alfred Joseph Hitchcock was an English film director and producer, at times referred to as "The Master of Suspense".
Alfred_Jarry	Alfred Jarry was a French symbolist writer who is best known for his play Ubu Roi. He also coined the term and philosophical concept of 'pataphysics.
Alfred_Korzybski	Alfred Habdank Skarbek Korzybski was a Polish-American independent scholar who developed a field called general semantics, which he viewed as both distinct from, and more encompassing than, the field of semantics.
Alfred_Nobel	Alfred Bernhard Nobel was a Swedish chemist, engineer, inventor, businessman, and philanthropist.
Alfred_Russel_Wallace	Alfred Russel Wallace was a British naturalist, explorer, geographer, anthropologist, and biologist.
Algeria	Algeria, officially the People's Democratic Republic of Algeria, is a sovereign state in North Africa on the Mediterranean coast.
ALGOL	ALGOL is a family of imperative computer programming languages, originally developed in the mid-1950s, which greatly influenced many other languages and was the standard method for algorithm description used by the ACM in textbooks and academic sources for more than thirty years.
Allah	Allah is the Arabic word referring to God in Abrahamic religions.
Allan_Dwan	Allan Dwan was a pioneering Canadian-born American motion picture director, producer and screenwriter.
Allen_Ginsberg	Irwin Allen Ginsberg was an American poet and one of the leading figures of both the Beat Generation of the 1950s and the counterculture that soon would follow.
Alois_Alzheimer	Dr. Aloysius "Alois" Alzheimer was a Bavarian-born German psychiatrist and neuropathologist and a colleague of Emil Kraepelin.
Alp_Arslan	Alp Arslan, real name Muhammad bin Dawud Chaghri, was the second Sultan of the Seljuk Empire and great-grandson of Seljuk, the eponymous founder of the dynasty.
Alternate_history	Alternate history or alternative history, sometimes abbreviated as AH, is a genre of fiction consisting of stories in which one or more historical events occur differently.
Alvar_Aalto	Hugo Alvar Henrik Aalto was a Finnish architect and designer, as well as a sculptor and painter.
Alvin_Toffler	Alvin Toffler was an American writer and futurist, known for his works discussing modern technologies, including the digital revolution and the communication revolution, with emphasis on their effects on cultures worldwide.
Amasis_II	Amasis II or Ahmose II was a pharaoh of the Twenty-sixth dynasty of Egypt, the successor of Apries at Sais.
Amathus	:Not to be confused with Amathus, Transjordan Amathus was one of the most ancient royal cities of Cyprus, on the southern coast in front of Agios Tychonas, about 24 miles west of Larnaca and 6 miles east of Limassol.
Amazon_River	The Amazon River in South America is the largest river by discharge of water in the world, and according to some experts, the longest in length.
Amber_Road	The Amber Road was an ancient trade route for the transfer of amber from coastal areas of the North Sea and the Baltic Sea to the Mediterranean Sea.
Ambroise	Ambroise, sometimes Ambroise of Normandy, was a Norman poet and chronicler of the Third Crusade, author of a work called L'Estoire de la guerre sainte, which describes in rhyming Old French verse the adventures of Richard Coeur de Lion as a crusader.
Ambrosiaster	Ambrosiaster is the name given to the writer of a commentary on St Paul's epistles, "brief in words but weighty in matter," and valuable for the criticism of the Latin text of the New Testament.
Ambrosius_Aurelianus	Ambrosius Aurelianus,; called Aurelius Ambrosius in the Historia Regum Britanniae and elsewhere, was a war leader of the Romano-British who won an important battle against the Anglo-Saxons in the 5th century, according to Gildas.
Ambrosius_Bosschaert	Ambrosius Bosschaert the Elder was a still life painter of the Dutch Golden Age.
American_Airlines	American Airlines, Inc., commonly referred to as American, is a major American airline headquartered in Fort Worth, Texas.
American_Civil_Liberties_Union	The American Civil Liberties Union is a nonpartisan, non-profit organization whose stated mission is "to defend and preserve the individual rights and liberties guaranteed to every person in this country by the Constitution and laws of the United States."
American_Film_Institute	The American Film Institute is a film organization that educates filmmakers and honors the heritage of the moving picture arts in the U.S. AFI is supported by private funding and public membership.
American_Football_Conference	The American Football Conference is one of the two conferences of the National Football League. This conference and its counterpart, the National Football Conference, currently contain 16 teams each, making up the 32 teams of the NFL. Both conferences were created as part of the 1970 merger with the rival American Football League, with all ten of the former AFL teams and three NFL teams forming the AFC, and the remaining thirteen NFL clubs forming the NFC. A series of league expansions and division realignments have occurred since the merger, thus making the current total 16 clubs per each conference.
American_National_Standards_Institute	The American National Standards Institute is a private non-profit organization that oversees the development of voluntary consensus standards for products, services, processes, systems, and personnel in the United States.
Amerigo_Vespucci	Amerigo Vespucci was an Italian explorer, financier, navigator and cartographer who first demonstrated that Brazil and the West Indies did not represent Asia's eastern outskirts as initially conjectured from Columbus' voyages, but instead constituted an entirely separate landmass hitherto unknown to Old Worlders.
Amitabh_Bachchan	Amitabh Harivansh Rai Shrivastava Bachchan is an Indian film actor.
Ammianus_Marcellinus	Ammianus Marcellinus was a Roman soldier and historian who wrote the penultimate major historical account surviving from Antiquity. His work, known as the Res Gestae, chronicled in Latin the history of Rome from the accession of the emperor Nerva in 96 to the death of Valens at the Battle of Adrianople in 378, although only the sections covering the period 353–378 survive.
Ammonius_Saccas	Ammonius Saccas was a Greek philosopher from Alexandria who was often referred to as one of the founders of Neoplatonism.
Amnon	According to the Bible, Amnon was the oldest son of David, King of Israel, with his wife, Ahinoam, who is described as "the Jezreelitess".
Amos_Bronson_Alcott	Amos Bronson Alcott was an American teacher, writer, philosopher, and reformer.
Amphipolis	Amphipolis is best known for the magnificent ancient Greek city, and later Roman city, whose impressive remains can still be seen.
Amr_Diab	Amr Abd El-Basset Abd El-Azeez Diab is an Egyptian multi-award winning pop singer-songwriter, regarded as the best selling Middle Eastern artist of all time.
Amram	In the Book of Exodus, Amram is the husband of Jochebed and father of Aaron, Moses and Miriam.
Amstrad_CPC	The Amstrad CPC is a series of 8-bit home computers produced by Amstrad between 1984 and 1990.
Amu_Darya	The Amu Darya, also called the Amu River and historically known by its Latin name, , is a major river in Central Asia.
Amway	Amway is an American company that uses a multi-level marketing model to sell a variety of products, primarily in the health, beauty, and home care markets.
Anacharsis	Anacharsis was a Scythian philosopher who travelled from his homeland on the northern shores of the Black Sea to Athens in the early 6th century BC and made a great impression as a forthright, outspoken "barbarian".
Anatolia	Anatolia, in geography known as Asia Minor, Asian Turkey, Anatolian peninsula, or Anatolian plateau, is the westernmost protrusion of Asia, which makes up the majority of modern-day Turkey.
Anatoly_Karpov	Anatoly Yevgenyevich Karpov is a Russian chess grandmaster and former World Champion.
Anaxarchus	Anaxarchus was a Greek philosopher of the school of Democritus.
Andaman_Islands	The Andaman Islands form an archipelago in the Bay of Bengal between India, to the west, and Myanmar, to the north and east.
Anders_Celsius	Anders Celsius was a Swedish astronomer, physicist and mathematician.
Andre_Agassi	Andre Kirk Agassi is an American retired professional tennis player and former World No. 1, who was one of the game's most dominant players from the early 1990s to the mid-2000s.
Andrea_Alciato	Andrea Alciato, commonly known as Alciati, was an Italian jurist and writer.
Andrei_Sakharov	Andrei Dmitrievich Sakharov was a Russian nuclear physicist, Soviet dissident, an activist for disarmament, peace and human rights.
Andrei_Tarkovsky	Andrei Arsenyevich Tarkovsky was a Soviet filmmaker, writer, film editor, film theorist, theatre and opera director.
Andrew_Carnegie	Andrew Carnegie was a Scottish American industrialist who led the expansion of the American steel industry in the late 19th century.
Andrew_Tridgell	Andrew "Tridge" Tridgell is an Australian computer programmer.
Andrzej_Sapkowski	Andrzej Sapkowski is a Polish fantasy writer and former economist.
Anglican_Communion	The Anglican Communion is an international association of independent churches consisting of the Church of England and national and regional Anglican churches in full communion with it.
Anime	Anime is Japanese hand-drawn or computer animation.
Anita_Hill	Anita Faye Hill is an American attorney and academic.
Ann_Druyan	Ann Druyan is an Emmy Award-winning American writer and Peabody Award-winning producer specializing in the communication of science.
Ansgar	Saint Ansgar, also known as Anskar or Saint Anschar, was a Archbishop of Hamburg-Bremen - a northern part of the Holy Roman Empire.
ANSI_C	ANSI C, ISO C and Standard C refer to the successive standards for the C programming language published by the American National Standards Institute and the International Organization for Standardization. Historically, the names referred specifically to the original and best-supported version of the standard. Software developers writing in C are encouraged to conform to the standards, as doing so aids portability between compilers.
Antarctic_Circumpolar_Current	The Antarctic Circumpolar Current is an ocean current that flows clockwise from west to east around Antarctica.
Anthony_Hopkins	Sir Philip Anthony Hopkins, CBE, is a Welsh actor of film, stage, and television.
Antoine_Lavoisier	Antoine-Laurent de Lavoisier was a French nobleman and chemist central to the 18th-century chemical revolution and had a large influence on both the history of chemistry and the history of biology.
Anton_Chekhov	Anton Pavlovich Chekhov was a Russian playwright and short story writer, who is considered to be among the greatest writers of short fiction in history.
Antoninus_Pius	Antoninus Pius, also known as Antoninus, was Roman Emperor from 138 to 161.
Antonio_Canova	Antonio Canova was an Italian neoclassical sculptor, famous for his marble sculptures.
Antonio_Vivaldi	Antonio Lucio Vivaldi was an Italian Baroque composer, virtuoso violinist, teacher and cleric.
Anus	The anus is an opening at the opposite end of an animal's digestive tract from the mouth.
AOL	AOL Inc. is an American multinational mass media corporation based in New York, a subsidiary of Verizon Communications.
AOL_Instant_Messenger	AIM is an instant messaging and presence computer program which uses the proprietary OSCAR instant messaging protocol and the TOC protocol to allow registered users to communicate in real time.
Apache_HTTP_Server	The Apache HTTP Server, colloquially called Apache, is the world's most used web server software.
Apache_Software_Foundation	The Apache Software Foundation is an American non-profit corporation to support Apache software projects, including the Apache HTTP Server.
Apollos	Apollos was a 1st century Alexandrian Jewish Christian mentioned several times in the New Testament.
Applesoft_BASIC	Applesoft BASIC is a dialect of Microsoft BASIC, developed by Marc McDonald and Ric Weiland, supplied with the Apple II series of computers.
Applet	In computing, an applet is any small application that performs one specific task that runs within the scope of a dedicated widget engine or a larger program, often as a plug-in.
Apuleius	Apuleius was a Latin-language prose writer.
Arabian_Prince	Kim Renard Nazel, better known by the stage name Arabian Prince, is an American singer-songwriter, rapper and producer.
Arabian_Sea	The Arabian Sea is a region of the northern Indian Ocean bounded on the north by Pakistan and Iran, on the west by northeastern Somalia and the Arabian Peninsula, and on the east by India.
Arbroath_Abbey	Arbroath Abbey, in the Scottish town of Arbroath, was founded in 1178 by King William the Lion for a group of Tironensian Benedictine monks from Kelso Abbey.
Arc_de_Triomphe	The Arc de Triomphe de l'Étoile is one of the most famous monuments in Paris, standing at the western end of the Champs-Élysées at the center of Place Charles de Gaulle, formerly named Place de l'Étoile — the étoile or "star" of the juncture formed by its twelve radiating avenues.
Ardal_O'Hanlon	Ardal O'Hanlon is an Irish comedian and actor.
ArgoUML	ArgoUML is an UML diagramming application written in Java and released under the open source Eclipse Public License.
Arianespace	Arianespace SA is a French multinational company founded in 1980 as the world's first commercial launch service provider.
Ariel_Sharon	Ariel Sharon  was an Israeli general and politician who served as the 11th Prime Minister of Israel from March 2001 until April 2006.
Aristide_Maillol	Aristide Joseph Bonaventure Maillol was a French sculptor, painter, and printmaker.
Arizona_Cardinals	The Arizona Cardinals are a professional American football franchise based in the Phoenix metropolitan area.
Arizona_Diamondbacks	The Arizona Diamondbacks, often shortened as the D-backs, are an American professional baseball franchise based in Phoenix, Arizona.
Arizona_State_University	Arizona State University is a public metropolitan research university on five campuses across the Phoenix, Arizona, metropolitan area, and four regional learning centers throughout Arizona.
Arnold_Schwarzenegger	Arnold Alois Schwarzenegger is an Austrian-American actor, producer, businessman, investor, author, philanthropist, activist, and former professional bodybuilder and politician.
Aron_Nimzowitsch	Aron Nimzowitsch was a Russian-born, Danish leading chess master and a very influential chess writer.
Arteriovenous_malformation	Arteriovenous malformation is an abnormal connection between arteries and veins, bypassing the capillary system.
Arthritis	Arthritis is a term often used to mean any disorder that affects joints.
Arthur_Eddington	Sir Arthur Stanley Eddington was an English astronomer, physicist, and mathematician of the early 20th century who did his greatest work in astrophysics.
Arthur_Miller	Arthur Asher Miller was an American playwright, essayist, and figure in twentieth-century American theatre.
Arthur_Phillip	Admiral Arthur Phillip was a Royal Navy officer, the first Governor of New South Wales and led the colonisation of what is now Australia and founded the British penal colony that later became the city of Sydney, Australia.
Arthur_Schopenhauer	Arthur Schopenhauer was a German philosopher.
Asian_Development_Bank	The Asian Development Bank is a regional development bank established on 19 December 1966, which is headquartered in the Ortigas Center located in Mandaluyong, Metro Manila, Philippines.
Assembly_language	An assembly language, often abbreviated asm, is a low-level programming language for a computer, or other programmable device, in which there is a very strong correspondence between the language and the architecture's machine code instructions.
Assistive_technology	Assistive technology is an umbrella term that includes assistive, adaptive, and rehabilitative devices for people with disabilities and also includes the process used in selecting, locating, and using them.
Aston_Martin	Aston Martin Lagonda Limited is a British manufacturer of luxury sports cars and grand tourers.
Atlanta_Braves	The Atlanta Braves are an American professional baseball franchise based in the Atlanta metropolitan area.
Atlanta_Falcons	The Atlanta Falcons are a professional American football team based in Atlanta, Georgia.
Audi	Audi is a German automobile manufacturer that designs, engineers, produces, markets and distributes luxury vehicles.
August_Derleth	August William Derleth was an American writer and anthologist.
Auguste_Rodin	François Auguste René Rodin, known as Auguste Rodin, was a French sculptor.
Aung_San_Suu_Kyi	Aung San Suu Kyi is a Burmese politician, diplomat, and author who is the First and incumbent State Counsellor and Leader of the National League for Democracy.
Auschwitz_concentration_camp	Auschwitz concentration camp was a network of German Nazi concentration camps and extermination camps built and operated by the Third Reich in Polish areas annexed by Nazi Germany during World War II.
Australian_Army	The Australian Army is Australia's military land force.
Australian_Broadcasting_Corporation	The Australian Broadcasting Corporation is Australia's state-owned and funded national public broadcaster.
Australian_Capital_Territory	The Australian Capital Territory is the federal district in the south east of Australia, enclaved within New South Wales.
Australian_Labor_Party	The Australian Labor Party is a political party in Australia.
Auto_racing	Auto racing is a sport involving the racing of automobiles for competition.
AutoCAD	AutoCAD is a commercial computer-aided design and drafting software application.
AWK	AWK is a programming language designed for text processing and typically used as a data extraction and reporting tool.
Azad_Kashmir	Azad Jammu and Kashmir, abbreviated as AJK and commonly known as Azad Kashmir, is a self-governing administrative division of Pakistan.
Bacardi	Bacardi Limited is the largest privately held, family-owned spirits company in the world.
Bacterial_vaginosis	Bacterial vaginosis is a disease of the vagina caused by excessive growth of bacteria.
Bakassi	Bakassi is a peninsula on the Gulf of Guinea.
Bal_Thackeray	Bal Keshav Thackeray was an Indian politician who founded the Shiv Sena, a Hindu right-wing Marathi ethnocentric party active mainly in the western state of Maharashtra.
Balmoral_Castle	Balmoral Castle is a large estate house in Royal Deeside, Aberdeenshire, Scotland, near the village of Crathie, west of Ballater and east of Braemar.
Baltic_Sea	The Baltic Sea is a sea of the Atlantic Ocean, enclosed by Scandinavia, Finland, the Baltic countries, and the North European Plain.
Baltimore_Ravens	The Baltimore Ravens are a professional American football team based in Baltimore, Maryland.
Banda_Islands	The Banda Islands are a volcanic group of ten small volcanic islands in the Banda Sea, about 140 km south of Seram Island and about 2000 km east of Java, and are part of the Indonesian province of Maluku.
Barbara_Olson	Barbara Kay Olson was an American lawyer and conservative television commentator who worked for CNN, Fox News Channel, and several other outlets.
Barcelonnette	Barcelonnette is a commune of France and a subprefecture in the department of Alpes-de-Haute-Provence, in the Provence-Alpes-Côte d'Azur region.
Barnard_College	Barnard College is a private women's liberal arts college in New York City.
Barry_Bonds	Barry Lamar Bonds is an American former professional baseball left fielder who played 22 seasons in Major League Baseball with the Pittsburgh Pirates and San Francisco Giants.
Barry_Goldwater	Barry Morris Goldwater was an American politician and businessman who was a five-term United States Senator from Arizona and the Republican Party's nominee for President of the United States in the 1964 election.
Barry_Lyndon	Barry Lyndon is a 1975 British-American period drama film written, produced, and directed by Stanley Kubrick, based on the 1844 novel The Luck of Barry Lyndon by William Makepeace Thackeray.
Baruch_Spinoza	Baruch Spinoza was a Dutch philosopher of Sephardi/Portuguese origin.
Basel	Basel is a city in northwestern Switzerland on the river Rhine.
BASIC	BASIC is a family of general-purpose, high-level programming languages whose design philosophy emphasizes ease of use.
Bassas_da_India	Bassas da India is an uninhabited, roughly circular French atoll that is part of the French Southern and Antarctic Lands.
Battery_Park_City	Battery Park City is a mainly residential 92 acre planned community at the southwestern tip of the island of Manhattan in New York City, New York, United States, more than of which is parkland.
Bayezid_II	Bayezid II or Sultân Bayezid-î Velî was the eldest son and successor of Mehmed II, ruling as Sultan of the Ottoman Empire from 1481 to 1512.
BBC_Radio_1	BBC Radio 1 is a British radio station operated by the British Broadcasting Corporation which also broadcasts internationally, specialising in modern and current popular music and chart hits throughout the day.
BCPL	BCPL is a procedural, imperative, and structured computer programming language designed by Martin Richards of the University of Cambridge in 1966.
BDSM	BDSM is a variety of often erotic practices or roleplaying involving bondage, discipline, dominance and submission, sadomasochism, and other related interpersonal dynamics.
BearShare	BearShare was a peer-to-peer file sharing application originally created by Free Peers, Inc. for Microsoft Windows and also a rebranded version of iMesh by MusicLab, LLC, tightly integrated with their music subscription service.
